a,ɑː,,"['conjunction', 'interjection', 'adverb', 'preposition', 'letter', 'noun', 'adjective', 'verb', 'pronoun']"
addle,ˈæ.dəl,,"['verb', 'adjective', 'noun']"
addled,ˈæ.dəld,,"['adjective', 'verb']"
addles,ˈæd.əlz,,"['verb', 'noun']"
addling,ˈæ.də.lɪŋ,,"['verb', 'noun']"
address,əˈdɹɛs,,"['verb', 'noun']"
addressed,əˈdɹɛst,,"['adjective', 'verb']"
addressee,i,,['noun']
addresses,əˈdɹɛsɪz,,"['verb', 'noun']"
addressing,əˈdɹɛsɪŋ,,"['verb', 'noun']"
adds,ædz,,"['verb', 'noun']"
adduce,əˈd(j)uːs,,['verb']
adenine,ˈæ.dəˌniːn,,['noun']
adenocarcinoma,aˌdɛ.no.kar.t͡ʃiˈnɔ.ma,,['noun']
adenoid,ˈad.ɪn.ɔɪd,,"['adjective', 'noun']"
adenoidal,ɔɪdə,,['adjective']
adept,əˈdɛpt,,"['adjective', 'noun']"
adepts,ˈæd.ɛpts,,['noun']
adequate,ˈæd.ə.kwɪt,,"['adjective', 'verb']"
adhere,ædˈhiɹ,,['verb']
adherent,ædˈ(h)ɪəɹənt,,"['verb', 'adjective', 'noun']"
adhesion,iːʒə,,['noun']
adhesive,ædˈhi.sɪv,,"['adjective', 'noun']"
adiabatic,ˌeɪdaɪəˈbætɪk,,"['adjective', 'noun']"
adieu,əˈdu,,"['verb', 'interjection', 'noun']"
adipose,ˈæd.ɪ.pəʊs,,"['adjective', 'noun']"
adiós,aˈdjos,,"['interjection', 'noun']"
adj,ˈɒɟː,,"['verb', 'noun']"
adjacent,əˈdʒeɪ.sənt,,"['preposition', 'verb', 'adjective', 'noun']"
adjectival,ˌæ.dʒɛkˈtaɪ.vəl,,"['adjective', 'noun']"
adjectivally,ˌædʒɛkˈtaɪvəli,,['adverb']
adjective,ˈæ.d͡ʒɛk.tɪv,,"['verb', 'adjective', 'noun']"
adjoin,əˈdʒɔɪn,,['verb']
adjoined,əˈdʒɔɪnd,,['verb']
adjoining,ʌˈd͡ʒɔɪn.ɪŋ,,"['adjective', 'verb']"
adjoins,əˈdʒɔɪnz,,['verb']
adjourn,əˈdʒɝn,,['verb']
adjudge,əˈdʒʌdʒ,,['verb']
adjudicate,əˈdʒudɪˌkeɪt,,['verb']
adjudication,ə(d)ˌd͡ʒu.dɪˈkeɪ.ʃən,,['noun']
adjudicative,a.dʒy.di.ka.tiv,,['adjective']
adjudicator,æ.dʒu.dɪˈkeɪ.tɔɹ,,['noun']
adjudicators,æ.dʒu.dɪˈkeɪ.tɔɹz,,['noun']
adjunct,ˈædʒ.ʌŋkt,,"['adjective', 'noun']"
adjuration,eɪʃə,,['noun']
adjure,ədˈdʒʊə,,['verb']
adjust,əˈdʒʌst,,['verb']
adjusted,əˈdʒʌstɪd,,"['adjective', 'verb']"
adjusting,əˈdʒʌstɪŋ,,"['verb', 'noun']"
adjustment,əˈdʒʌst.mənt,,['noun']
adjusts,əˈdʒʌsts,,['verb']
adjutant,ˈæ.dʒə.tənt,,"['adjective', 'noun']"
adjutants,ˈæ.dʒə.tənts,,['noun']
admin,ˈædˌmɪn,,"['verb', 'noun']"
administer,ədˈmɪnɪstɚ,,"['verb', 'noun']"
administrate,ədˈmɪnɪstɹeɪt,,"['adverb', 'verb']"
administration,ədˌmɪnəˈstɹeɪʃən,,['noun']
administrative,ədˈmɪ.nəsˌtɹeɪ.ɾɪv,,['adjective']
administrator,ədˈmɪnɪstɹeɪtə,,['noun']
administrators,administɾatoɾs,,['noun']
admirable,ˈæd.məɹ.ə.bəl,,['adjective']
admirably,ˈæd.mɪɹ.əˌbli,,['adverb']
admiral,ˈæd.mə.ɹəl,,['noun']
admiralty,ˈæd.mɪ.ɹəl.ti,,['noun']
admiration,ˌæd.məˈɹeɪ.ʃən,,['noun']
admire,ədˈmaɪə,,"['adverb', 'verb']"
admired,ədˈmaɪɹd,,['verb']
admirer,ədˈmaɪ.ɹɚ,,"['verb', 'noun']"
admirers,əd.ˈmaɪ.ɹɚz,,['noun']
admires,ədˈmi.ɾəs,,['verb']
admiring,æd.ˈmaɪ.ɚ.ɪŋ,,"['verb', 'adjective', 'noun']"
admissible,əm.miˈsi.blə,,['adjective']
admissibly,ədˈmɪsɪbli,,['adverb']
admission,ædˈmɪʃ.ən,,['noun']
admissions,əm.mi.siˈons,,"['verb', 'noun']"
admit,ədˈmɪt,,['verb']
admits,ədˈmɪts,,['verb']
admittance,ədˈmɪt.n̩s,,['noun']
admitted,ədˈmɪtɪd,,['verb']
admitting,ədˈmɪtɪŋ,,"['verb', 'noun']"
admix,ædˈmɪks,,"['verb', 'noun']"
admixture,ədˈmɪkstʃə(ɹ),,['noun']
admonish,ədˈmɒn.ɪʃ,,['verb']
admonition,ˌædməˈnɪʃən,,['noun']
ado,əˈduː,,"['verb', 'noun']"
adobe,əˈdəʊ.bi,,"['verb', 'noun']"
adolescence,ˌædəˈlɛsəns,,['noun']
adolescent,ˌædəˈlɛsənt,,"['verb', 'adjective', 'noun']"
adolescents,ə.do.ləˈsens,,"['adjective', 'noun']"
adopt,əˈdɑpt,,['verb']
adoptable,adobˈtable,,"['adjective', 'noun']"
adopted,əˈdɑptɪd,,['verb']
adopter,əˈdɒp.tə,,"['verb', 'noun']"
adoption,əˈdɑp.ʃən,,['noun']
adoptions,a.dɔp.tjɔ̃,,"['verb', 'noun']"
adorable,əˈdɔːɹəbəl,,['adjective']
adorableness,əˈdɔːɹəbəlnəs,,['noun']
adorably,əˈdɔɹəbli,,['adverb']
adoration,ˌæ.dəˈɹeɪ.ʃən,,['noun']
adore,əˈdɔː,,"['verb', 'noun']"
adored,əˈdɔɹd,,['verb']
adorer,a.dɔ.ʁe,,"['verb', 'adjective', 'noun']"
adores,əˈdo.ɾəs,,"['verb', 'noun']"
adorn,əˈdɔɹn,,"['verb', 'adjective', 'noun']"
adorned,əˈdɔɹnd,,"['adjective', 'verb']"
adrenal,æˈdɹiːnəl,,"['adjective', 'noun']"
adrenaline,əˈdɹɛnəlɪn,,['noun']
adrift,əˈdɹɪft,,"['adverb', 'adjective']"
adroit,əˈdɹɔɪt,,['adjective']
adroitly,əˈdɹɔɪtli,,['adverb']
ads,ædz,,['noun']
adsorb,ədˈzɔːb,,['verb']
adsorbent,atˈsɔr.bɛnt,,"['verb', 'adjective', 'noun']"
adulate,ˈæ.d͡ʒə.leɪt,,['verb']
adulation,ˌædʒʊˈleɪʃən,,['noun']
adulator,a.duːˈlaː.tor,,"['verb', 'noun']"
adult,ˈæd.ʌlt,,"['verb', 'adjective', 'noun']"
adulterate,əˈdʌltəɹət,,"['adjective', 'verb']"
adulteration,eɪʃə,,['noun']
adulterer,əˈdʌltəɹə,,"['verb', 'noun']"
adultery,əˈdʌltəɹi,,['noun']
adults,ˈædʌlts,,"['adjective', 'noun']"
adumbrate,ˈædʌmˌbɹeɪt,,['verb']
adumbration,ˌædʌmˈbɹeɪʃ(ə)n,,['noun']
advance,ədˈvɑːns,,"['verb', 'adjective', 'noun']"
advanced,ədˈvɑːnst,,"['adjective', 'verb']"
advancement,ædˈvæns.mɛnt,,['noun']
advancing,ədˈvɑːnsɪŋ,,"['verb', 'noun']"
advantage,ədˈvɑːn.tɪdʒ,,"['verb', 'noun']"
advantageous,ˌædvənˈteɪd͡ʒəs,,['adjective']
advantages,əd.ˈvæn.tɪ.dʒɪz,,"['verb', 'noun']"
advent,ˈæd.vɛnt,,['noun']
adventitious,ˌæd.vənˈtɪʃ.əs,,['adjective']
adventure,ədˈvɛnt͡ʃɚ,,"['verb', 'noun']"
adventurer,ædˈvɛn.tʃɚ.ɚ,,['noun']
adventures,ədˈvɛnt͡ʃɚz,,"['verb', 'noun']"
adventuress,ədˈvɛntʃəɹɪs,,['noun']
adventurism,ədˈvɛn(t)ʃəɹɪz(ə)m,,['noun']
adventurous,ædˈvɛn.tʃɚ.ʌs,,['adjective']
adverb,ˈæd.vɜːb,,"['verb', 'noun']"
adverbial,ædˈvɝbi.əl,,"['adjective', 'noun']"
adversarial,ˌædvə(ɹ)ˈsɛəɹiəl,,['adjective']
adversary,ˈæd.və.s(ə)ɹi,,['noun']
adverse,ˈæd.və(ɹ)s,,"['adjective', 'verb']"
adversity,ædˈvɝ.sɪ.ti,,['noun']
advert,ˈædvɜː(ɹ)t,,"['verb', 'noun']"
advertise,ˈadvə(ɹ)taɪz,,['verb']
advertisement,ədˈvɜːtɪsmənt,,['noun']
advertising,ˈædvɚˌtaɪzɪŋ,,"['verb', 'noun']"
advertorial,ˌædvɚˈtɔɹi.əl,,['noun']
advice,ədˈvaɪs,,"['verb', 'noun']"
advisability,ædˌvaɪz.əˈbɪl.ə.ti,,['noun']
advise,ədˈvaɪz,,['verb']
advised,ədˈvaɪzd,,"['adjective', 'verb']"
adviser,ædˈvaɪ.zə(ɹ),,"['verb', 'noun']"
advises,aɪzɪ,,['verb']
advisor,ædˈvaɪ.zə(ɹ),,['noun']
advisory,ədˈvaɪzəɹi,,"['adjective', 'noun']"
advocacy,ˈæd.və.kə.si,,['noun']
advocate,ˈæd.və.kət,,"['verb', 'noun']"
advocates,ˈæd.və.kəts,,"['verb', 'noun']"
adware,ˈadweɾ,,['noun']
adze,ædz,,"['verb', 'noun']"
aegis,ˈiːd͡ʒɪdiːz,,['noun']
aerator,a.ɛˈra.tɔr,,['noun']
aerial,ˈɛɹ.i.əl,,"['adjective', 'noun']"
aerie,ɪər,,"['adjective', 'noun']"
aerobic,ɛəˈɹəʊ.bɪk,,"['adjective', 'noun']"
aerobics,əˈɹoʊbɪks,,['noun']
aerogram,ˌɛː.roːˈɣrɑm,,['noun']
aeronautic,ˌæɹoˈnɔtɪk,,"['adjective', 'noun']"
aerosol,ˈɛɚ.əˌsɔl,,"['verb', 'noun']"
aesthete,ˈɛs.θiːt,,['noun']
aesthetic,es.ˈθe.tɪk,,"['adjective', 'noun']"
aesthetics,ɛsˈθɛt.ɪks,,['noun']
afar,ʌˈfaɹ,,"['adverb', 'adjective', 'noun']"
affable,ˈæf.ə.bəl,,['adjective']
affair,əˈfɛɹ,,['noun']
affairs,əˈfɛɹz,,['noun']
affect,əˈfɛkt,,"['verb', 'noun']"
affectation,ˌæf.ɛkˈteɪ.ʃən,,['noun']
affected,əˈfɛktɪd,,"['verb', 'adjective', 'noun']"
affecting,əˈfɛktɪŋ,,"['adjective', 'verb']"
affection,əˈfɛkʃən,,"['verb', 'noun']"
affectionate,əˈfɛkʃənət,,"['adjective', 'verb']"
affectionately,əˈfɛkʃənətli,,['adverb']
affections,əˈfɛkʃənz,,"['verb', 'noun']"
afferent,ˈæ.fə.rənt,,"['verb', 'adjective', 'noun']"
affiance,əˈfaɪəns,,"['verb', 'noun']"
affidavit,ˌæfɪˈdeɪvɪt,,"['verb', 'noun']"
affiliate,əˈfɪl.i.et,,"['verb', 'noun']"
affiliation,əˌfɪliˈeɪʃən,,['noun']
affine,əˈfaɪn,,"['verb', 'adjective', 'noun']"
affinity,əˈfɪnɪti,,['noun']
affirm,əˈfɝm,,['verb']
affirmation,æfɝˈmeɪʃn,,['noun']
affirmative,əˈfɜːmətɪv,,"['interjection', 'adjective', 'noun']"
affirmatives,a.fiʁ.ma.tiv,,"['adjective', 'noun']"
affix,ˈæ.fɪks,,"['verb', 'noun']"
affixed,ɪks,,"['adjective', 'verb']"
afflatus,əˈfleɪtəs,,['noun']
afflict,əˈflɪkt,,['verb']
afflicted,əˈflɪktɪd,,"['adjective', 'verb']"
affliction,əˈflɪkʃən,,['noun']
affluence,ˈæf.lu.əns,,['noun']
affluent,ˈæf.lu.ənt,,"['verb', 'adjective', 'noun']"
afford,əˈfoɹd,,['verb']
affordable,əˈfɔː(ɹ).də.bəl,,['adjective']
affordably,əˈfɔː(ɹ).də.bli,,['adverb']
afforded,əˈfɔɹdɪd,,['verb']
affords,əˈfɔɹdz,,['verb']
afforest,əˈfɒɹɪst,,['verb']
affray,əˈfɹeɪ,,"['verb', 'noun']"
affrays,eɪ,,"['verb', 'noun']"
affront,əˈfɹʌnt,,"['verb', 'noun']"
afghan,ˈæfˌɡæn,,"['adjective', 'noun']"
aficionado,əfɪsjəˈnɑːdəʊ,,"['adjective', 'noun']"
aficionados,a.fi.sjoˈna.dos,,"['adjective', 'noun']"
afield,əˈfiːld,,['adverb']
afire,əˈfaɪə(ɹ),,"['adverb', 'adjective']"
aflame,əˈfleɪm,,['adjective']
afloat,əˈfloʊt,,"['adverb', 'preposition']"
aflutter,əˈflʌt.ə,,['adjective']
afoot,əˈfʊt,,"['adverb', 'adjective']"
aforementioned,əˈfɔːˌmɛn.ʃənd,,"['adjective', 'noun']"
aforesaid,əˈfɔɹsɛd,,['adjective']
aforethought,əˈfɔː.θɔːt,,['adjective']
afoul,əˈfaʊl,,['adverb']
afraid,əˈfɹeɪd,,"['adjective', 'noun']"
afresh,ʌˈfɹɛʃ,,['adverb']
aft,æft,,"['adverb', 'adjective', 'noun']"
after,ˈɑːf.tə(ɹ),,"['adverb', 'preposition', 'noun', 'adjective', 'conjunction']"
afterbirth,ˈæf.tɚ.bɚθ,,['noun']
aftercare,ˈɑːf.tə(ɹ).kɛə,,['noun']
aftereffect,ˈɑːftəɹ.ɪˌfɛkt,,['noun']
afterlife,ˈɑːftəˌlaɪf,,['noun']
aftermath,ˈæf.tɚ.ˌmæθ,,['noun']
afternoon,ˌɑːf.tə.ˈnuːn,,"['adverb', 'interjection', 'noun']"
afterthought,ˈæft.ɚ.θɔt,,"['verb', 'noun']"
afterward,ˈɑːftə.wəd,,['adverb']
afterwards,ˈɑːftə.wədz,,['adverb']
again,əˈɡɛn,,"['adverb', 'preposition', 'conjunction']"
against,əˈɡɛ(ɪ)nst,,"['preposition', 'conjunction']"
agape,əˈɡeɪp,,"['adverb', 'adjective', 'noun']"
agar,ˈeɪ.ɡə,,"['conjunction', 'verb', 'adjective', 'noun']"
agate,ˈæɡ.ət,,"['adverb', 'verb', 'noun']"
agave,əˈɡɑːveɪ,,['noun']
age,eɪd͡ʒ,,"['interjection', 'preposition', 'noun', 'adjective', 'verb']"
aged,eɪdʒd,,"['verb', 'adjective', 'noun']"
ageism,ˈeɪdʒ.ɪzm̩,,['noun']
ageist,ˈeɪ.dʒɪst,,"['adjective', 'noun']"
agency,ˈeɪ.dʒən.si,,['noun']
agenda,əˈdʒɛn.də,,"['verb', 'noun']"
agenda's,ɑˈɣɛndɑs,,['noun']
agent,ˈeɪ.dʒənt,,"['verb', 'noun']"
agents,ˈeɪ.dʒənts,,['noun']
ages,ˈeɪ.dʒɪz,,"['preposition', 'verb', 'noun']"
agglomerate,əˈɡlɒm(ə)ɹət,,"['verb', 'adjective', 'noun']"
agglomeration,eɪʃə,,['noun']
agglutinate,əˈɡluːtɪnət,,"['adjective', 'verb']"
agglutination,eɪʃə,,['noun']
aggrandize,əˈɡɹændaɪ̯z,,['verb']
aggravate,ˈæɡ.ɹə.veɪ̯t,,['verb']
aggravation,eɪʃə,,['noun']
aggregate,ˈæɡɹɪɡət,,"['verb', 'adjective', 'noun']"
aggregation,æɡɹəˈɡeɪʃən,,['noun']
aggression,əˈɡɹɛʃən,,['noun']
aggressive,əˈɡɹɛs.ɪv,,['adjective']
aggressor,aɡˈɡres.sor,,['noun']
aggrieve,ʌˈɡɹiv,,['verb']
aggro,ˈæɡ.ɹoʊ,,"['verb', 'adjective', 'noun']"
aghast,əˈɡæst,,['adjective']
agile,ˈæd͡ʒ.aɪl,,['adjective']
agility,əˈdʒɪl.ɪ.ti,,['noun']
aging,ˈeɪ.dʒɪŋ,,"['verb', 'adjective', 'noun']"
agings,ˈeɪ.dʒɪŋz,,['noun']
agitate,ˈæ.dʒɪ.teɪt,,"['adverb', 'adjective', 'verb']"
agitated,ˈæd͡ʒɪteɪtɪd,,"['adjective', 'verb']"
agitation,ad͡ʒɪˈteɪʃ(ə)n,,['noun']
agitator,ˌaː.ɣiˈtaː.tɔr,,"['verb', 'noun']"
agitprop,ˈædʒɪtpɹɒp,,"['verb', 'noun']"
agleam,əˈɡliːm,,['adjective']
aglitter,əˈɡlɪtə(ɹ),,['adjective']
aglow,əˈɡloʊ,,['adjective']
agnostic,aɡˈnɒstɪk,,"['adjective', 'noun']"
agnosticism,æɡˈnɒstɪsɪzəm,,['noun']
ago,əˈɡoʊ,,"['conjunction', 'interjection', 'adverb', 'noun', 'adjective', 'verb']"
agog,əˈɡɑɡ,,"['adverb', 'adjective']"
agonies,ˈæ.ɡə.niːz,,['noun']
agonize,ˈæ.ɡən.aɪz,,['verb']
agonized,ˈæ.ɡən.aɪzd,,['verb']
agony,ˈæ.ɡə.niː,,['noun']
agoraphobia,ˌæɡəɹəˈfoʊbi.ə,,['noun']
agrarian,əˈɡɹɛ(ə)ɹi.ən,,"['adjective', 'noun']"
agree,əˈɡɹiː,,['verb']
agreeable,əˈɡɹiːəbl,,"['adjective', 'noun']"
agreed,ə.ɡɹi.ːd,,"['interjection', 'adjective', 'verb']"
agreement,əˈɡɹiːmənt,,['noun']
agrees,əˈɡɹiːz,,['verb']
agribusiness,ˈæɡɹɪˌbɪznəs,,['noun']
agricultural,ˌæɡɹɪˈkʌltjʊəɹəl,,"['adjective', 'noun']"
agriculturalist,ˌæɡɹɪˈkʌltʃəɹəlɪst,,['noun']
agriculture,ˈæɡɹɪˌkʌltʃə,,['noun']
agronomist,əˈɡɹɒnəmɪst,,['noun']
agronomy,əˈɡɹɒnəmi,,['noun']
aground,əˈɡɹaʊnd,,"['adverb', 'adjective']"
ague,ˈeɪ.ɡju,,"['verb', 'noun']"
ah,ɑː,,"['interjection', 'adverb', 'noun', 'conjunction', 'verb', 'pronoun']"
aha,ɑːhɑː,,"['pronoun', 'verb', 'interjection', 'noun']"
ahead,əˈhɛd,,['adverb']
ahem,əˈhɛm,,"['interjection', 'noun']"
ahoy,əˈhɔɪ,,"['verb', 'interjection', 'noun']"
aid,eɪd,,"['verb', 'noun']"
aide,eɪd,,"['verb', 'interjection', 'noun']"
aided,ˈeɪ.dɪd,,['verb']
aides,eɪdz,,"['verb', 'noun']"
aiding,ˈeɪ.dɪŋ,,"['verb', 'noun']"
aids,eɪdz,,"['verb', 'noun']"
aigrette,ˈeɪ.ɡɹɪt,,['noun']
ail,eɪl,,"['verb', 'adjective', 'noun']"
ailed,eɪld,,['verb']
aileron,ˈeɪlərɒn,,['noun']
ailing,ˈeɪ.lɪŋ,,"['verb', 'adjective', 'noun']"
ailment,ˈeɪlmənt,,['noun']
ails,eɪlz,,"['verb', 'noun']"
aim,eɪm,,"['verb', 'noun']"
aimed,eɪmd,,"['adjective', 'verb']"
aiming,ˈeɪ.mɪŋ,,"['verb', 'noun']"
aimless,ˈeɪm.ləs,,['adjective']
aimlessly,ˈeɪmləsli,,['adverb']
aims,eɪmz,,"['verb', 'noun']"
ain't,ænt,,['verb']
air,ɛə,,"['conjunction', 'preposition', 'noun', 'pronoun', 'verb']"
airbag,ˈɛːr.bɛɡ,,['noun']
aircraft,ɛə.kɹɑːft,,['noun']
airhead,ˈɛːhɛd,,['noun']
airily,ˈeɹ.ə.li,,['adverb']
airiness,ˈeə(ɹ)ˌɪi.nəs,,['noun']
airing,ˈɛəɹɪŋ,,"['verb', 'noun']"
airless,eə(ɹ).ləs,,['adjective']
airlift,ˈɛə.lɪft,,"['verb', 'noun']"
airmail,ˈɛə.meɪl,,"['verb', 'noun']"
airmails,ˈɛə.meɪlz,,"['verb', 'noun']"
airman,ˈeə.mən,,['noun']
airplane,ˈɛəpleɪn,,"['verb', 'noun']"
airplay,ˈɛːr.pleː,,['noun']
airport,ˈɛə.pɔːt,,['noun']
airports,ˈɛə.pɔːts,,['noun']
airs,ɛə(ɹ)z,,"['verb', 'noun']"
airway,ɛə(ɹ)we,,['noun']
airy,ˈɛəɹ.i,,['adjective']
aisle,aɪ̯l,,['noun']
aisles,aɪlz,,['noun']
aitch,eɪtʃ,,['noun']
ajar,əˈd͡ʒɑː,,"['adverb', 'adjective', 'verb']"
aka,ˈɛaːʰka,,"['conjunction', 'interjection', 'preposition', 'noun', 'adjective', 'verb']"
akimbo,əˈkɪm.bəʊ,,"['adverb', 'adjective']"
akin,əˈkɪn,,"['adjective', 'pronoun']"
alabaster,ˈæl.əˌbɑːs.tə,,"['adjective', 'noun']"
alack,əˈlæk,,['interjection']
alacrity,əˈlækɹɨti,,['noun']
alarm,əˈlɑːm,,"['verb', 'noun']"
alarmed,əˈlɑɹmd,,"['adjective', 'verb']"
alarming,ə.ˈlɑːm.ɪŋ,,"['adjective', 'verb']"
alarmingly,ə.ˈlɑːm.ɪŋ.li,,['adverb']
alarmist,əˈlɑɹmɪst,,"['adjective', 'noun']"
alas,əˈlæs,,"['adverb', 'verb', 'interjection', 'noun']"
alb,ælb,,"['adjective', 'noun']"
albacore,ˈæl.bə.kɔɹ,,['noun']
albacores,ˈæl.bə.kɔɹz,,['noun']
albatross,ˈæl.bəˌtɹɒs,,['noun']
albeit,ɔːlˈbiː.ɪt,,['conjunction']
albinism,ˈælbəˌnɪzəm,,['noun']
albino,ælˈbiːnəʊ,,"['adjective', 'noun']"
albinos,alˈbi.nɔs,,"['adjective', 'noun']"
album,ˈælbəm,,"['verb', 'adjective', 'noun']"
albumen,ˈælbjʊmən,,['noun']
albumin,æl.ˈbjuː.mən,,['noun']
albuminous,ælˈbjuː.mɪn.əs,,['adjective']
alchemist,ˈæl.kə.mɪst,,['noun']
alchemists,ˈæl.kə.mɪsts,,['noun']
alchemy,ˈælkəmi,,['noun']
alcohol,ˈæl.kə.hɒl,,['noun']
alcoholic,ˌælkəˈhɒlɪk,,"['adjective', 'noun']"
alcoholism,ˈælkə(ˌ)hɔlˌɪzəm,,['noun']
alcove,ˈæl.kəʊv,,['noun']
alder,ˈɔːldə,,"['adjective', 'noun']"
alderman,al.dɛʁ.man,,['noun']
alders,ˈɔː.ldəz,,['noun']
ale,eɪl,,"['conjunction', 'interjection', 'noun', 'pronoun', 'verb']"
aleatory,ˈeɪ.lɪ.ə.tə.ɹi,,['adjective']
alembic,əˈlɛmbɪk,,['noun']
alert,əˈlɜːt,,"['verb', 'adjective', 'noun']"
alertness,əˈlɝt.nəs,,['noun']
ales,eɪlz,,"['verb', 'adjective', 'noun']"
alewife,ˈeɪlwʌɪf,,['noun']
alfalfa,ælˈfælfə,,"['verb', 'noun']"
alfresco,ælˈfɹɛs.koʊ,,"['adverb', 'adjective']"
alga,ˈæl.ɡə,,['noun']
algae,ˈæl.dʒi,,['noun']
algal,al.ɡal,,"['adjective', 'noun']"
algebra,ˈæl.dʒɪ.bɹə,,['noun']
algebraic,ˌældʒɪˈbɹeɪɪk,,['adjective']
algorithm,ˈælɡəɹɪðəm,,['noun']
algorithmic,ˌælɡəˈɹɪðmɪk,,['adjective']
algorithms,ˈæl.ɡə.ɹɪðəmz,,['noun']
alias,ˈeɪ.li.əs,,"['adverb', 'noun', 'adjective', 'conjunction', 'verb']"
alibi,ˈæl.ə.baɪ,,"['adverb', 'verb', 'noun']"
alien,ˈeɪ.li.ən,,"['verb', 'adjective', 'noun']"
alienable,ˈeɪljənəbəl,,['adjective']
alienate,ˈeɪ.li.ə.neɪt,,"['verb', 'adjective', 'noun']"
alienation,ˌeɪli.əˈneɪʃən,,['noun']
alienist,ˈeɪ.lɪ.ən.ɪst,,['noun']
alienists,ˈeɪ.lɪ.ən.ɪsts,,['noun']
alight,əˈlaɪt,,"['adjective', 'verb']"
align,əˈlaɪn,,['verb']
aligned,əˈlaɪnd,,"['adjective', 'verb']"
aligner,əˈlaɪnɚ,,"['verb', 'noun']"
alignment,əˈɫaɪnmənt,,['noun']
alike,əˈlaɪk,,"['adverb', 'adjective']"
aliment,ˈa.lɪ.mənt,,"['verb', 'noun']"
alimentary,ˌælɪˈmɛnt(ə)ɹi,,['adjective']
alimony,ˈæ.lɪ.mə.ni,,['noun']
alive,əˈlaɪv,,['adjective']
aliveness,əˈlaɪvnəs,,['noun']
aliyah,əliːˈjɑː,,"['verb', 'noun']"
alkali,ˈæl.kəˌlaɪ,,['noun']
alkaline,ˈæl.kəl.aɪn,,"['adjective', 'noun']"
alkaloid,ˈæl.kə.lɔɪd,,"['adjective', 'noun']"
alkaloids,ˈæl.kə.lɔɪdz,,['noun']
all,ɔːl,,"['adverb', 'noun', 'adjective', 'conjunction', 'verb', 'pronoun']"
allay,əˈleɪ,,"['verb', 'noun']"
allegation,ˌæl.ɪˈɡeɪ.ʃən,,['noun']
allege,əˈlɛdʒ,,['verb']
alleged,əˈlɛdʒd,,"['adjective', 'verb']"
allegiance,əˈliː.dʒəns,,['noun']
allegorical,ˌæl.ɪˈɡɔɹ.ɪ.kəl,,['adjective']
allegorically,æl.əˈɡɒɹ.ɪk.(ə.)li,,['adverb']
allegory,ˈæl.ɪˌɡɔː.ɹi,,['noun']
allegretto,a.le.ɡʁɛ.to,,"['adverb', 'noun']"
allegro,əˈlɛɡɹoʊ,,"['adverb', 'verb', 'adjective', 'noun']"
allele,ˈæ.liː.l,,"['adjective', 'noun']"
allergenic,ɛnɪ,,['adjective']
allergic,əˈlɜː.dʒɪk,,"['adjective', 'noun']"
allergies,ˈæl.əɹ.dʒiz,,['noun']
allergy,ˈæl.əɹ.dʒi,,['noun']
alleviate,əˈli.vi.eɪt,,['verb']
alleviation,əˌliːviˈeɪʃən,,['noun']
alley,ˈæ.li,,['noun']
alleys,ˈæ.liz,,['noun']
alleyway,ˈæ.li.weɪ,,['noun']
alleyways,ˈæ.li.weɪz,,['noun']
alliance,əˈlaɪ.əns,,"['verb', 'noun']"
allied,aɪ,,"['adjective', 'verb']"
alligator,ˈæl.ɪ.ɡeɪ.tə,,"['verb', 'interjection', 'noun']"
alligators,ˈæ.lɪ.ɡeɪ.təz,,"['verb', 'noun']"
alliterate,əˈlɪ.tə.ɹeɪt,,['verb']
alliteration,əˌlɪtəˈɹeɪʃən,,['noun']
allocate,ˈæl.ə.keɪt,,['verb']
allocated,ˈæl.ə.keɪ.tɪd,,"['adjective', 'verb']"
allocation,æləˈkeɪʃən,,['noun']
allot,əˈlɒt,,['verb']
allotment,əˈlɔt.mɛnt,,['noun']
allow,əˈlaʊ,,['verb']
allowance,əˈlaʊəns,,"['verb', 'noun']"
allowed,əˈlaʊd,,"['adjective', 'verb']"
allowing,əˈlaʊɪŋ,,['verb']
allows,əˈlaʊz,,['verb']
alloy,ˈæ.lɔɪ,,"['verb', 'noun']"
alloyed,ɔɪ,,"['adjective', 'verb']"
allude,əˈluːd,,['verb']
alluded,əˈluːdɪd,,['verb']
alludes,əˈluːdz,,['verb']
alluding,əˈluːdɪŋ,,['verb']
allure,əˈl(j)ʊɚ,,"['verb', 'noun']"
allures,y,,"['verb', 'noun']"
alluring,əˈlʊɹɪŋ,,"['verb', 'adjective', 'noun']"
alluringly,əˈl(j)ʊɹɪŋ,,['adverb']
allusion,əˈlu.ʒən,,['noun']
allusive,əˈluː.sɪv,,['adjective']
alluvial,əˈluː.vi.əl,,"['adjective', 'noun']"
alluvium,alˈlu.u̯i.um,,"['adjective', 'noun']"
ally,ˈæl.aɪ,,"['verb', 'noun']"
almanac,ˈɔl.mə.næk,,['noun']
almighty,ɔːlˈmaɪti,,"['adverb', 'adjective']"
almond,ˈɑː(l).mənd,,"['adjective', 'noun']"
almonds,ˈɑː.məndz,,['noun']
almoner,ˈæl.mə.nɚ,,['noun']
almost,ˈɔːɫ.məʊst,,"['adverb', 'noun']"
alms,ɑːmz,,['noun']
aloe,ˈæ.loʊ,,['noun']
aloes,ˈæ.loʊz,,['noun']
aloft,əˈlɔft,,['adverb']
aloha,əˈləʊ.(h)ə,,"['verb', 'interjection', 'noun']"
alone,əˈləʊn,,"['adverb', 'adjective', 'noun']"
